"gene_symbol","gene_id","chromosome","gene_entrez_id","gene_name"
"Gm18972",500724405,"10",100418058,"predicted gene, 18972"
"Gm18973",500715878,"7",100418059,"predicted gene, 18973"
"Gm18974",500731937,"13",100418060,"predicted gene, 18974"
"Gm18975",500720947,"8",100418061,"predicted gene, 18975"
"Gm18976",500733985,"14",100418062,"predicted gene, 18976"
"Gm18977",500735042,"14",100418063,"predicted gene, 18977"
"Gm18978",500741373,"18",100418064,"predicted gene, 18978"
"Gm18979",500736455,"15",100418065,"predicted gene, 18979"
"Gm18980",500714241,"6",100418068,"predicted gene, 18980"
"Gm18981",500715136,"6",100418069,"predicted gene, 18981"
"Gm18982",500707255,"3",100418070,"predicted gene, 18982"
"Gm18983",500730152,"12",100418075,"predicted gene, 18983"
"Gm18984",500699717,"1",100418076,"predicted gene, 18984"
"Gm18985",500710705,"5",100418077,"predicted gene, 18985"
"Gm18986",500724555,"10",100418078,"predicted gene, 18986"
"Gm18987",500725900,"10",100418079,"predicted gene, 18987"
"Gm18988",500717808,"7",100418080,"predicted gene, 18988"
"Gm18989",500733005,"13",100418083,"predicted gene, 18989"
"Gm18990",500732502,"13",100418084,"predicted gene, 18990"
"Gm18991",500719691,"8",100418085,"predicted gene, 18991"
"Gm18992",500739860,"17",100418086,"predicted gene, 18992"
"Gm18993",500740930,"18",100418088,"predicted gene, 18993"
"Gm18994",500735475,"15",100418089,"predicted gene, 18994"
"Gm18995",500715360,"6",100418095,"predicted gene, 18995"
"Gm18996",500722791,"9",100418096,"predicted gene, 18996"
"Gm18997",500721875,"9",100418097,"predicted gene, 18997"
"Gm18998",500723584,"9",100418098,"predicted gene, 18998"
"Gm18999",500742792,"19",100418099,"predicted gene, 18999"
"Gm19000",500737795,"16",100418100,"predicted gene, 19000"
"Gm19001",500729752,"12",100418101,"predicted gene, 19001"
"Gm19002",500699716,"1",100418102,"predicted gene, 19002"
"Gm19003",500700506,"1",100418103,"predicted gene, 19003"
"Gm19004",500711337,"5",100418110,"predicted gene, 19004"
"Gm19005",500725734,"10",100418111,"predicted gene, 19005"
"Gm19006",500725765,"10",100418112,"predicted gene, 19006"
"Gm19007",500725679,"10",100418113,"predicted gene, 19007"
"Gm19008",500718992,"7",100418115,"predicted gene, 19008"
"Gm19009",500731879,"13",100418116,"predicted gene, 19009"
"Gm19010",500732792,"13",100418117,"predicted gene, 19010"
"Gm19011",500731835,"13",100418118,"predicted gene, 19011"
"Gm19012",500738636,"17",100418119,"predicted gene, 19012"
"Gm19013",500733436,"14",100418120,"predicted gene, 19013"
"Gm19014",500733442,"14",100418121,"predicted gene, 19014"
"Gm19015",500733448,"14",100418122,"predicted gene, 19015"
"Gm19016",500733635,"14",100418123,"predicted gene, 19016"
"Gm19017",500734660,"14",100418124,"predicted gene, 19017"
"Gm19018",500733260,"14",100418125,"predicted gene, 19018"
"Gm19019",500734542,"14",100418126,"predicted gene, 19019"
"Gm19020",500726596,"11",100418127,"predicted gene, 19020"
"Gm19021",500715006,"6",100418130,"predicted gene, 19021"
"Gm19022",500723833,"9",100418131,"predicted gene, 19022"
"Gm19023",500742239,"19",100418132,"predicted gene, 19023"
"Gm19024",500706555,"3",100418133,"predicted gene, 19024"
"Gm19025",500729933,"12",100418137,"predicted gene, 19025"
"Gm19026",500699706,"1",100418138,"predicted gene, 19026"
"Gm19027",500700657,"1",100418139,"predicted gene, 19027"
"Gm19028",500699920,"1",100418140,"predicted gene, 19028"
"Gm19029",500701008,"1",100418141,"predicted gene, 19029"
"Gm19030",500701895,"1",100418142,"predicted gene, 19030"
"Gm19031",500711395,"5",100418143,"predicted gene, 19031"
"Gm19032",500717742,"7",100418144,"predicted gene, 19032"
"Gm19033",500718674,"7",100418145,"predicted gene, 19033"
"Gm19034",500733395,"14",100418148,"predicted gene, 19034"
"Gm19035",500740718,"18",100418149,"predicted gene, 19035"
"Gm19037",500708110,"4",100418151,"predicted gene, 19037"
"Gm19038",500714724,"6",100418152,"predicted gene, 19038"
"Gm19039",500714986,"6",100418153,"predicted gene, 19039"
"Gm19040",500715049,"6",100418154,"predicted gene, 19040"
"Gm19041",500737697,"16",100418158,"predicted gene, 19041"
"Gm19042",500743979,"X",100418159,"predicted gene, 19042"
"Gm19043",500743993,"X",100418160,"predicted gene, 19043"
"Gm19044",500743996,"X",100418161,"predicted gene, 19044"
"Gm19045",500729827,"12",100418163,"predicted gene, 19045"
"Gm19046",500729470,"12",100418164,"predicted gene, 19046"
"Gm19047",500729759,"12",100418165,"predicted gene, 19047"
"Gm19048",500701635,"1",100418166,"predicted gene, 19048"
"Gm19049",500716251,"7",100418167,"predicted gene, 19049"
"Gm19050",500734860,"14",100418168,"predicted gene, 19050"
"Gm19051",500741051,"18",100418169,"predicted gene, 19051"
"Gm19052",500740342,"18",100418170,"predicted gene, 19052"
"Gm19053",500741719,"19",100418171,"predicted gene, 19053"
"Gm19054",500741827,"19",100418173,"predicted gene, 19054"
"Gm19055",500706608,"3",100418175,"predicted gene, 19055"
"Gm19056",500729430,"12",100418179,"predicted gene, 19056"
"Gm19057",500701686,"1",100418180,"predicted gene, 19057"
"Gm19058",500702205,"1",100418181,"predicted gene, 19058"
"Gm19059",500701935,"1",100418182,"predicted gene, 19059"
"Gm19060",500711668,"5",100418183,"predicted gene, 19060"
"Gm19061",500733278,"14",100418184,"predicted gene, 19061"
"Gm19062",500741376,"18",100418185,"predicted gene, 19062"
"Gm19063",500709264,"4",100418189,"predicted gene, 19063"
"Gm19064",500713236,"6",100418190,"predicted gene, 19064"
"Gm19065",500715386,"6",100418191,"predicted gene, 19065"
"Gm19066",500706674,"3",100418193,"predicted gene, 19066"
"Gm19067",500705957,"3",100418194,"predicted gene, 19067"
"Gm19068",500706749,"3",100418195,"predicted gene, 19068"
"Gm19069",500743392,"X",100418199,"predicted gene, 19069"
"Gm19070",500699697,"1",100418201,"predicted gene, 19070"
"Gm19071",500699912,"1",100418203,"predicted gene, 19071"
"Gm19072",500700642,"1",100418204,"predicted gene, 19072"
"Gm19073",500724455,"10",100418205,"predicted gene, 19073"
"Gm19074",500724953,"10",100418206,"predicted gene, 19074"
"Gm19075",500720004,"8",100418210,"predicted gene, 19075"
"Gm19076",500741151,"18",100418212,"predicted gene, 19076"
"Gm19077",500735805,"15",100418214,"predicted gene, 19077"
"Gm19078",500714452,"6",100418220,"predicted gene, 19078"
"Gm19079",500714853,"6",100418221,"predicted gene, 19079"
"Gm19080",500707843,"3",100418222,"predicted gene, 19080"
"Gm19081",500703995,"2",100418224,"predicted gene, 19081"
"Gm19082",500737836,"16",100418225,"predicted gene, 19082"
"Gm19083",500744183,"X",100418226,"predicted gene, 19083"
"Gm19084",500729160,"12",100418227,"predicted gene, 19084"
"Gm19085",500700897,"1",100418229,"predicted gene, 19085"
"Gm19086",500701091,"1",100418230,"predicted gene, 19086"
"Gm19087",500701513,"1",100418231,"predicted gene, 19087"
"Gm19088",500711010,"5",100418232,"predicted gene, 19088"
"Gm19089",500713085,"5",100418234,"predicted gene, 19089"
"Gm19090",500725863,"10",100418236,"predicted gene, 19090"
"Gm19091",500716391,"7",100418238,"predicted gene, 19091"
"Gm19092",500716393,"7",100418239,"predicted gene, 19092"
"Gm19093",500716149,"7",100418240,"predicted gene, 19093"
"Gm19094",500719473,"7",100418241,"predicted gene, 19094"
"Gm19095",500732465,"13",100418242,"predicted gene, 19095"
"Gm19096",500720086,"8",100418243,"predicted gene, 19096"
"Gm19097",500734447,"14",100418247,"predicted gene, 19097"
"Gm19098",500734824,"14",100418248,"predicted gene, 19098"
"Gm19099",500734913,"14",100418249,"predicted gene, 19099"
"Gm19100",500740799,"18",100418251,"predicted gene, 19100"
"Gm19102",500713404,"6",100418256,"predicted gene, 19102"
"Gm19103",500741575,"19",100418257,"predicted gene, 19103"
"Gm19104",500707954,"3",100418258,"predicted gene, 19104"
"Gm19105",500704946,"2",100418260,"predicted gene, 19105"
"Gm19106",500743563,"X",100418262,"predicted gene, 19106"
"Gm19107",500744988,"X",100418263,"predicted gene, 19107"
"Gm19108",500732795,"13",100418265,"predicted gene, 19108"
"Gm19109",500733907,"14",100418268,"predicted gene, 19109"
"Gm19111",500735388,"15",100418271,"predicted gene, 19111"
"Gm19112",500709421,"4",100418274,"predicted gene, 19112"
"Gm19113",500722129,"9",100418276,"predicted gene, 19113"
"Gm19114",500705954,"3",100418280,"predicted gene, 19114"
"Gm19115",500704921,"2",100418281,"predicted gene, 19115"
"Gm19116",500724857,"10",100418282,"predicted gene, 19116"
"Gm19117",500732278,"13",100418284,"predicted gene, 19117"
"Gm19118",500732251,"13",100418286,"predicted gene, 19118"
"Gm19119",500732274,"13",100418287,"predicted gene, 19119"
"Gm19120",500734855,"14",100418289,"predicted gene, 19120"
"Gm19121",500722548,"9",100418290,"predicted gene, 19121"
"Gm19122",500699783,"1",100418294,"predicted gene, 19122"
"Gm19123",500699914,"1",100418295,"predicted gene, 19123"
"Gm19124",500700207,"1",100418296,"predicted gene, 19124"
"Gm19125",500700345,"1",100418297,"predicted gene, 19125"
"Gm19126",500716399,"7",100418298,"predicted gene, 19126"
"Gm19127",500718728,"7",100418299,"predicted gene, 19127"
"Gm19129",500733637,"14",100418301,"predicted gene, 19129"
"Gm19130",500708160,"4",100418303,"predicted gene, 19130"
"Gm19131",500714161,"6",100418306,"predicted gene, 19131"
"Gm19132",500741973,"19",100418307,"predicted gene, 19132"
"Gm19133",500705427,"2",100418309,"predicted gene, 19133"
"Gm19134",500729727,"12",100418315,"predicted gene, 19134"
"Gm19135",500729846,"12",100418316,"predicted gene, 19135"
"Gm19136",500701494,"1",100418318,"predicted gene, 19136"
"Gm19137",500724644,"10",100418319,"predicted gene, 19137"
"Gm19138",500719011,"7",100418320,"predicted gene, 19138"
"Gm19139",500732569,"13",100418321,"predicted gene, 19139"
"Gm19140",500720175,"8",100418322,"predicted gene, 19140"
"Gm19141",500736163,"15",100418323,"predicted gene, 19141"
"Gm19142",500737593,"16",100418330,"predicted gene, 19142"
"Gm19143",500736927,"16",100418331,"predicted gene, 19143"
"Gm19144",500729798,"12",100418332,"predicted gene, 19144"
"Gm19145",500740231,"17",100418333,"predicted gene, 19145"
"Gm19146",500735034,"14",100418334,"predicted gene, 19146"
"Gm19147",500707506,"3",100418337,"predicted gene, 19147"
"Gm19148",500707751,"3",100418338,"predicted gene, 19148"
"Gm19149",500708086,"3",100418339,"predicted gene, 19149"
"Gm19150",500737013,"16",100418342,"predicted gene, 19150"
"Gm19151",500743570,"X",100418343,"predicted gene, 19151"
"Gm19152",500744418,"X",100418344,"predicted gene, 19152"
"Gm19153",500731345,"13",100418348,"predicted gene, 19153"
"Gm19154",500731198,"13",100418349,"predicted gene, 19154"
"Gm19155",500731552,"13",100418350,"predicted gene, 19155"
"Gm19156",500733957,"14",100418352,"predicted gene, 19156"
"Gm19157",500733958,"14",100418353,"predicted gene, 19157"
"Gm19158",500733960,"14",100418354,"predicted gene, 19158"
"Gm19159",500741137,"18",100418355,"predicted gene, 19159"
"Gm19160",500742321,"19",100418358,"predicted gene, 19160"
"Gm19161",500724167,"10",100418359,"predicted gene, 19161"
"Gm19162",500724480,"10",100418360,"predicted gene, 19162"
"Gm19163",500731001,"13",100418361,"predicted gene, 19163"
"Gm19164",500720036,"8",100418365,"predicted gene, 19164"
"Gm19165",500714142,"6",100418369,"predicted gene, 19165"
"Gm19166",500707866,"3",100418370,"predicted gene, 19166"
"Gm19167",500704945,"2",100418373,"predicted gene, 19167"
"Gm19168",500724968,"10",100418377,"predicted gene, 19168"
"Gm19169",500725942,"10",100418378,"predicted gene, 19169"
"Gm19170",500720488,"8",100418379,"predicted gene, 19170"
"Gm19171",500720922,"8",100418380,"predicted gene, 19171"
"Gm19172",500713921,"6",100418382,"predicted gene, 19172"
"Gm19173",500713926,"6",100418383,"predicted gene, 19173"
"Gm19174",500721924,"9",100418384,"predicted gene, 19174"
"Gm19175",500705998,"3",100418385,"predicted gene, 19175"
"Gm19176",500729758,"12",100418386,"predicted gene, 19176"
"Gm19177",500714965,"6",100418388,"predicted gene, 19177"
"Gm19178",500721922,"9",100418389,"predicted gene, 19178"
"Gm19179",500742477,"19",100418390,"predicted gene, 19179"
"Gm19180",500705044,"2",100418391,"predicted gene, 19180"
"Gm19181",500725681,"10",100418393,"predicted gene, 19181"
"Gm19182",500718306,"7",100418394,"predicted gene, 19182"
"Gm19183",500739956,"17",100418395,"predicted gene, 19183"
"Gm19184",500707842,"3",100418399,"predicted gene, 19184"
"Gm19185",500707485,"3",100418401,"predicted gene, 19185"
"Gm19186",500725341,"10",100418403,"predicted gene, 19186"
"Gm19187",500717665,"7",100418404,"predicted gene, 19187"
"Gm19189",500731137,"13",100418406,"predicted gene, 19189"
"Gm19190",500743394,"X",100418407,"predicted gene, 19190"
"Gm19191",500731071,"13",100418409,"predicted gene, 19191"
"Gm19192",500709564,"4",100418411,"predicted gene, 19192"
"Gm19193",500723432,"9",100418412,"predicted gene, 19193"
"Gm19194",500706615,"3",100418413,"predicted gene, 19194"
"Gm19195",500730637,"12",100418414,"predicted gene, 19195"
"Gm19196",500729257,"12",100418415,"predicted gene, 19196"
"Gm19197",500739676,"17",100418416,"predicted gene, 19197"
"Gm19198",500734497,"14",100418417,"predicted gene, 19198"
"Gm19199",500735837,"15",100418418,"predicted gene, 19199"
"Gm19200",500744256,"X",100418420,"predicted gene, 19200"
"Gm19201",500716177,"7",100418421,"predicted gene, 19201"
"Gm19202",500707308,"3",100418422,"predicted gene, 19202"
"Gm19203",500718158,"7",100418423,"predicted gene, 19203"
"Gm19204",500718252,"7",100418424,"predicted gene, 19204"
"Gm19205",500741506,"19",100418426,"predicted gene, 19205"
"Gm19206",500700204,"1",100418427,"predicted gene, 19206"
"Gm19207",500735353,"15",100418428,"predicted gene, 19207"
"Gm19208",500722902,"9",100418429,"predicted gene, 19208"
"Gm19209",500741516,"19",100418430,"predicted gene, 19209"
"Gm19210",500707234,"3",100418432,"predicted gene, 19210"
"Gm19211",500707236,"3",100418433,"predicted gene, 19211"
"Gm19212",500721817,"9",100418437,"predicted gene, 19212"
"Gm19213",500704612,"2",100418438,"predicted gene, 19213"
"Gm19214",500699700,"1",100418441,"predicted gene, 19214"
"Gm19215",500701408,"1",100418442,"predicted gene, 19215"
"Gm19216",500734613,"14",100418444,"predicted gene, 19216"
"Gm19217",500725019,"10",100418445,"predicted gene, 19217"
"Gm19218",500742021,"19",100418446,"predicted gene, 19218"
"Gm19219",500722990,"9",100418451,"predicted gene, 19219"
"Gm19220",500729519,"12",100418452,"predicted gene, 19220"
"Gm19221",500729799,"12",100418453,"predicted gene, 19221"
"Gm19222",500734571,"14",100418454,"predicted gene, 19222"
"Gm19223",500735057,"14",100418456,"predicted gene, 19223"
"Gm19224",500741906,"19",100418458,"predicted gene, 19224"
"Gm19225",500699992,"1",100418459,"predicted gene, 19225"
"Gm19226",500744640,"X",100418461,"predicted gene, 19226"
"Gm19227",500735248,"15",100418462,"predicted gene, 19227"
"Gm19228",500723269,"9",100418463,"predicted gene, 19228"
"Gm19229",500724617,"10",100418467,"predicted gene, 19229"
"Gm19230",500720411,"8",100418468,"predicted gene, 19230"
"Gm19231",500706640,"3",100418471,"predicted gene, 19231"
"Gm19232",500721139,"8",100418472,"predicted gene, 19232"
"Gm19233",500725642,"10",100418475,"predicted gene, 19233"
"Gm19234",500729932,"12",100418476,"predicted gene, 19234"
"Gm19235",500735605,"15",100418477,"predicted gene, 19235"
"Gm19236",500735648,"15",100418478,"predicted gene, 19236"
"Gm19237",500714158,"6",100418479,"predicted gene, 19237"
"Gm19238",500730295,"12",100418480,"predicted gene, 19238"
"Gm19239",500732567,"13",100418481,"predicted gene, 19239"
"Gm19240",500740291,"18",100418482,"predicted gene, 19240"
"Gm19241",500742245,"19",100418483,"predicted gene, 19241"
"Gm19242",500706781,"3",100462734,"predicted gene, 19242"
"Gm19243",500707551,"3",100462736,"predicted gene, 19243"
"Gm19244",500714105,"6",100462737,"predicted gene, 19244"
"Gm19245",500715170,"6",100462738,"predicted gene, 19245"
"Gm19246",500717286,"7",100462739,"predicted gene, 19246"
"Gm19247",500723017,"9",100462740,"predicted gene, 19247"
"Gm19248",500717545,"7",100462932,"predicted gene, 19248"
"Gm19249",500732103,"13",100462933,"predicted gene, 19249"
"Gm19250",500718273,"7",100462934,"predicted gene, 19250"
"Gm19251",500745003,"X",100462935,"predicted gene, 19251"
"Gm19252",500713353,"6",100462956,"predicted gene, 19252"
"Gm19253",500713928,"6",100462958,"predicted gene, 19253"
"Gm19254",500715201,"6",100462959,"predicted gene, 19254"
"Gm19255",500716261,"7",100462960,"predicted gene, 19255"
"Gm19256",500724719,"10",100462966,"predicted gene, 19256"
"Gm19257",500700690,"1",100462980,"predicted gene, 19257"
"Gm19258",500704736,"2",100463508,"predicted gene, 19258"
"Gm19259",500733976,"14",100463511,"predicted gene, 19259"
"Gm19260",500740115,"17",100463513,"predicted gene, 19260"
"Gm19267",500736231,"15",100502589,"100502589"
"Gm19272",500713294,"6",100502597,"predicted gene, 19272"
"Gm19276",500735292,"15",100502601,"predicted gene, 19276"
"Gm19277",500736325,"15",100502602,"predicted gene, 19277"
"Gm19281",500731897,"13",100502610,"predicted gene, 19281"
"Gm19283",500738402,"17",100502612,"predicted gene, 19283"
"Gm19290",500733288,"14",100502621,"100502621"
"Gm19291",500737840,"16",100502622,"100502622"
"Gm19293",500740375,"18",100502625,"100502625"
